id,Counts_1st,Counts_2nd,Counts_3rd,Counts_4th,Total_Counts,Uniprot_id_gene,Uniprot_entry,pldt_score
RVBD2400c:subI,3,1,4,0,8,RV2400c,P71744,89.80207824707031
RVBD1797:eccE5,4,1,2,1,8,RV1797,P9WJE3,76.7584457397461
RVBD0391:metZ,3,0,5,0,8,RV0391,P9WGB5,97.08613586425781
RVBD2184c:RVBD2184c,4,1,3,0,8,RV2184c,O53518,87.16387939453125
RVBD3603c:RVBD3603c,2,2,4,0,8,RV3603c,O06279,94.79805755615234
RVBD3687c:rsfB,5,1,2,0,8,RV3687c,P9WGE1,91.14942932128906
RVBD2050:RVBD2050,2,3,2,1,8,RV2050,P9WHJ5,85.7203598022461
RVBD0450c:mmpL4,4,1,1,2,8,RV0450c,P9WJV3,84.52587127685547
RVBD0548c:menB,1,2,4,1,8,RV0548c,P9WNP5,94.01789855957031
RVBD2829c:RVBD2829c,3,2,3,0,8,RV2829c,P71623,97.08446502685547
RVBD2569c:RVBD2569c,2,1,5,0,8,RV2569c,P9WL93,91.31298828125
RVBD0437c:psd,3,1,4,0,8,RV0437c,P9WHQ5,91.85099792480469
RVBD2000:RVBD2000,3,2,3,0,8,RV2000,P9WLN7,88.09593963623047
RVBD0715:rplX,3,3,2,0,8,RV0715,P9WHB7,91.24589538574219
RVBD1709:scpA,3,2,3,0,8,RV1709,O33208,77.90179443359375
RVBD2615c:PE-PGRS45,4,2,2,0,8,RV2615c,Q79FC3,92.6202621459961
RVBD2476c:gdh,4,0,1,3,8,RV2476c,O53203,87.22659301757812
RVBD0032:bioF2,2,2,3,1,8,RV0032,P9WQ85,93.11514282226562
RVBD2018:RVBD2018,3,1,4,0,8,RV2018,O53464,93.66902923583984
RVBD0054:ssb,3,2,3,0,8,RV0054,P9WGD5,84.80244445800781
RVBD0224c:RVBD0224c,2,2,4,0,8,RV0224c,P9WJZ9,90.72464752197266
RVBD3345c:PE-PGRS50,2,2,3,1,8,RV3345c,Q6MWY0,72.17527770996094
RVBD2672:RVBD2672,4,1,2,1,8,RV2672,P71969,90.7428970336914
RVBD2847c:cysG,2,2,4,0,8,RV2847c,I6X5I7,91.27234649658203
RVBD2721c:RVBD2721c,3,1,4,0,8,RV2721c,I6XF52,72.79891967773438
RVBD0390:RVBD0390,5,2,1,0,8,RV0390,P95198,95.20950317382812
RVBD1796:mycP5,4,1,2,1,8,RV1796,O53945,79.1028060913086
RVBD0157:pntB,4,0,4,0,8,RV0157,P96834,88.66092681884766
RVBD3789:RVBD3789,2,1,4,1,8,RV3789,P9WMS9,78.99223327636719
RVBD3340:metC,3,1,3,1,8,RV3340,O53390,94.00240325927734
RVBD0124:PE-PGRS2,4,1,3,0,8,RV0124,Q79G08,91.3106918334961
RVBD0064:RVBD0064,4,1,3,0,8,RV0064,P9WFL5,87.96102905273438
RVBD3752c:RVBD3752c,3,3,2,0,8,RV3752c,O69719,97.01526641845703
RVBD0168:yrbE1B,3,2,3,0,8,RV0168,L0T2Q9,88.16314697265625
RVBD0429c:def,3,1,4,0,8,RV0429c,P9WIJ3,96.57299041748047
RVBD0500A:RVBD0500A,2,2,4,0,8,RV0500A,P9WKT7,79.19564056396484
RVBD1458c:RVBD1458c,2,1,3,2,8,RV1458c,O53149,90.62910461425781
RVBD0563:htpX,3,1,4,0,8,RV0563,P9WHS5,87.55968475341797
RVBD0442c:PPE10,2,2,4,0,8,RV0442c,P9WI41,73.43292236328125
RVBD3028c:fixB,1,2,5,0,8,RV3028c,P9WNG9,95.6539306640625
RVBD2139:pyrD,1,2,4,1,8,RV2139,P9WHL1,95.98492431640625
RVBD1512:epiA,3,2,2,1,8,RV1512,P71791,94.47357177734375
RVBD0258c:RVBD0258c,4,1,3,0,8,RV0258c,P95215,90.91053009033203
RVBD3810:pirG,3,0,5,0,8,RV3810,P9WIQ7,55.20930099487305
RVBD1047:RVBD1047,4,1,3,0,8,RV1047,P96354,85.13510131835938
RVBD0459:RVBD0459,3,2,3,0,8,RV0459,O53744,90.1669921875
RVBD0483:lprQ,3,1,4,0,8,RV0483,P9WKV3,86.50791931152344
RVBD0934:pstS1,3,2,3,0,8,RV0934,P9WGU1,92.82229614257812
RVBD2231c:cobC,4,2,2,0,8,RV2231c,P9WQ89,89.22409057617188
RVBD1465:RVBD1465,1,1,5,1,8,RV1465,O53156,94.21031188964844
RVBD1421:RVBD1421,2,0,6,0,8,RV1421,P9WFQ3,87.25508880615234
RVBD1114:vapC32,5,1,2,0,8,RV1114,P9WF73,95.27153015136719
RVBD2859c:RVBD2859c,3,2,3,0,8,RV2859c,O33341,85.40596771240234
RVBD1794:RVBD1794,3,1,3,1,8,RV1794,O53943,93.31430053710938
RVBD3540c:ltp2,4,2,2,0,8,RV3540c,I6Y3T7,97.31181335449219
RVBD1098c:fum,3,1,4,0,8,RV1098c,P9WN93,96.9280776977539
RVBD6027:tRNA-Asn25,4,1,2,1,8,RV6027,,
RVBD0817c:RVBD0817c,3,1,4,0,8,RV0817c,I6WZH9,93.05048370361328
RVBD1285:cysD,3,1,4,0,8,RV1285,P9WIK1,90.05423736572266
RVBD0736:rslA,3,2,3,0,8,RV0736,P9WJ67,81.44999694824219
RVBD2510c:RVBD2510c,2,2,4,0,8,RV2510c,I6Y0X6,84.49885559082031
RVBD3036c:TB22.2,4,2,2,0,8,RV3036c,I6YF08,89.52497863769531
RVBD3132c:devS,3,2,3,0,8,RV3132c,P9WGK3,84.95814514160156
RVBD3306c:amiB1,4,1,3,0,8,RV3306c,L7N690,96.77630615234375
RVBD0436c:pssA,2,1,5,0,8,RV0436c,P9WPG1,81.44559478759766
RVBD3492c:RVBD3492c,5,1,2,0,8,RV3492c,I6YGA5,95.02862548828125
RVBD2583c:relA,3,2,3,0,8,RV2583c,P9WHG9,81.41087341308594
RVBD2164c:RVBD2164c,2,2,4,0,8,RV2164c,O06213,62.169429779052734
RVBD2690c:RVBD2690c,4,2,2,0,8,RV2690c,I6Y1H7,87.26494598388672
RVBD2130c:mshC,3,1,4,0,8,RV2130c,P9WJM9,96.22914123535156
RVBD1274:lprB,2,2,4,0,8,RV1274,P9WK53,86.40951538085938
RVBD0486:mshA,3,1,4,0,8,RV0486,P9WMY7,87.9247055053711
RVBD1124:ephC,4,2,2,0,8,RV1124,O06576,93.45747375488281
RVBD2391:sirA,2,2,4,0,8,RV2391,P9WJ03,97.1056137084961
RVBD0785:RVBD0785,2,2,4,0,8,RV0785,P71838,93.25248718261719
RVBD3892c:PPE69,3,1,4,0,8,RV3892c,P9WHW7,62.104557037353516
RVBD2958c:RVBD2958c,2,2,3,1,8,RV2958c,P9WFR1,90.77674865722656
RVBD1090:celA2b,3,1,4,0,8,RV1090,O53438,96.43331146240234
RVBD1360:RVBD1360,3,1,3,0,7,RV1360,P9WM03,95.900146484375
RVBD0395:RVBD0395,4,1,2,0,7,RV0395,P95203,59.419105529785156
RVBD1981c:nrdF1,2,1,4,0,7,RV1981c,P9WH73,91.79021453857422
RVBD1693:RVBD1693,4,1,2,0,7,RV1693,O33195,76.59966278076172
RVBD0220:lipC,2,0,4,1,7,RV0220,P96402,86.78890991210938
RVBD0619:galTb,5,0,2,0,7,RV0619,Q79FY3,86.55602264404297
RVBD2303c:RVBD2303c,3,2,2,0,7,RV2303c,Q50662,95.1097412109375
RVBD0049:RVBD0049,3,1,2,1,7,RV0049,P9WM85,88.44131469726562
RVBD3038c:RVBD3038c,3,0,4,0,7,RV3038c,I6YAZ1,91.54293060302734
RVBD2777c:RVBD2777c,1,1,4,1,7,RV2777c,O33319,80.82508850097656
RVBD0155:pntAa,4,1,2,0,7,RV0155,P96832,94.66519165039062
RVBD3341:metA,3,1,3,0,7,RV3341,P9WJY9,96.48099517822266
RVBD0050:ponA1,1,2,4,0,7,RV0050,P71707,80.1524887084961
RVBD1438:tpi,2,1,4,0,7,RV1438,P9WG43,96.93975830078125
RVBD1400c:lipI,2,2,3,0,7,RV1400c,P71668,94.86799621582031
RVBD1236:sugA,5,1,1,0,7,RV1236,P9WG03,89.84012603759766
RVBD2882c:frr,2,2,2,1,7,RV2882c,P9WGY1,94.1216812133789
RVBD3720:RVBD3720,3,0,4,0,7,RV3720,O69687,89.6311264038086
RVBD3222c:RVBD3222c,4,1,2,0,7,RV3222c,O05844,48.23699951171875
RVBD2125:RVBD2125,2,1,4,0,7,RV2125,O33260,89.00126647949219
RVBD0281:RVBD0281,3,2,2,0,7,RV0281,P9WFI9,93.67301177978516
RVBD3018Bc:RVBD3018Bc,3,1,3,0,7,RV3018Bc,,
RVBD0961:RVBD0961,4,1,2,0,7,RV0961,P9WKM9,87.96504974365234
RVBD0737:RVBD0737,2,1,4,0,7,RV0737,I6Y8K3,95.119873046875
RVBD1189:sigI,2,2,3,0,7,RV1189,P9WGH3,77.44244384765625
RVBD3625c:mesJ,3,2,2,0,7,RV3625c,P9WG53,93.63378143310547
RVBD1698:mctB,3,1,3,0,7,RV1698,P9WJ83,87.96257781982422
RVBD3854c:ethA,3,0,3,1,7,RV3854c,P9WNF9,94.72476196289062
RVBD1230c:RVBD1230c,2,2,3,0,7,RV1230c,O86313,67.18228149414062
RVBD0417:thiG,1,2,4,0,7,RV0417,P9WG73,94.11821746826172
RVBD0211:pckA,2,1,4,0,7,RV0211,P9WIH3,96.6192398071289
RVBD2609c:RVBD2609c,2,1,3,1,7,RV2609c,I6YDV4,85.4541244506836
RVBD3657c:RVBD3657c,3,1,3,0,7,RV3657c,O69625,86.08167266845703
RVBD2427Ac:RVBD2427Ac,3,1,3,0,7,RV2427Ac,,
RVBD2763c:dfrA,2,1,4,0,7,RV2763c,P9WNX1,96.24601745605469
RVBD3823c:mmpL8,1,1,4,1,7,RV3823c,P9WJU5,81.02944946289062
RVBD2498c:citE,4,1,2,0,7,RV2498c,P9WPE1,95.95806121826172
RVBD3762c:RVBD3762c,4,2,1,0,7,RV3762c,O69728,95.08126068115234
RVBD0079:RVBD0079,2,1,4,0,7,RV0079,P9WMA9,86.64307403564453
RVBD0462:lpdC,3,1,3,0,7,RV0462,P9WHH9,97.51508331298828
RVBD3508:PE-PGRS54,3,2,2,0,7,RV3508,O53553,41.73875427246094
RVBD0582:vapC26,5,1,1,0,7,RV0582,O53779,96.38851928710938
RVBD3573c:fadE34,3,1,2,1,7,RV3573c,P96855,92.85054016113281
RVBD0385:RVBD0385,4,0,3,0,7,RV0385,Q7ARS9,94.3321533203125
RVBD2413c:RVBD2413c,3,1,3,0,7,RV2413c,P71730,91.19689178466797
RVBD1652:argC,1,2,4,0,7,RV1652,P9WPZ9,97.04678344726562
RVBD1859:modC,4,1,2,0,7,RV1859,P9WQL3,89.9650650024414
RVBD1253:deaD,1,3,2,1,7,RV1253,P9WH05,85.12232971191406
RVBD3850:RVBD3850,4,0,3,0,7,RV3850,P96227,80.95806884765625
RVBD2794c:pptT,3,2,2,0,7,RV2794c,O33336,96.1207046508789
RVBD2261c:RVBD2261c,1,2,4,0,7,RV2261c,I6XDW5,94.73271179199219
RVBD2442c:rplU,2,2,3,0,7,RV2442c,P9WHC3,93.075439453125
RVBD0911:RVBD0911,2,2,3,0,7,RV0911,I6XA34,95.87618255615234
RVBD1453:RVBD1453,4,1,2,0,7,RV1453,O06807,88.63985443115234
RVBD0698:RVBD0698,2,2,3,0,7,RV0698,P95044,27.041723251342773
RVBD0584:RVBD0584,3,2,2,0,7,RV0584,O86365,94.95096588134766
RVBD3428c:RVBD3428c,4,1,2,0,7,RV3428c,Q50700,84.14649200439453
RVBD1599:hisD,2,2,3,0,7,RV1599,P9WNW9,95.63094329833984
RVBD1556:RVBD1556,2,2,3,0,7,RV1556,P9WMD1,88.8052978515625
RVBD0214:fadD4,2,1,4,0,7,RV0214,P96396,89.34461975097656
RVBD0784:RVBD0784,3,2,2,0,7,RV0784,P71837,90.93824005126953
RVBD1025:RVBD1025,1,2,4,0,7,RV1025,P96375,94.34445190429688
RVBD3883c:mycP1,3,1,3,0,7,RV3883c,O05461,92.39643859863281
RVBD0892:RVBD0892,3,2,2,0,7,RV0892,P9WNG1,92.68892669677734
RVBD2537c:aroD,2,1,4,0,7,RV2537c,P9WPX7,94.92496490478516
RVBD3389c:htdY,4,0,3,0,7,RV3389c,I6YBZ8,96.11203002929688
RVBD0229Ac:RVBD0229Ac,1,2,3,1,7,RV0229Ac,,
RVBD3339c:icd1,3,1,2,1,7,RV3339c,P9WKL1,95.72683715820312
RVBD3004:cfp6,2,1,4,0,7,RV3004,P9WIR1,68.80634307861328
RVBD0109:PE-PGRS1,1,2,4,0,7,RV0109,L0T2H7,95.8622817993164
RVBD0622:RVBD0622,2,1,4,0,7,RV0622,P96912,83.3208236694336
RVBD0539:RVBD0539,3,1,3,0,7,RV0539,P9WMY1,88.98734283447266
RVBD3450c:eccB4,2,2,2,1,7,RV3450c,P9WNR1,88.8658218383789
RVBD0080:RVBD0080,3,2,2,0,7,RV0080,P9WMA5,82.62809753417969
RVBD3262:fbiB,2,0,5,0,7,RV3262,P9WP79,95.57560729980469
RVBD2711:ideR,2,1,4,0,7,RV2711,P9WMH1,95.36739349365234
RVBD2483c:plsC,2,1,3,1,7,RV2483c,I6YDI9,79.63558959960938
RVBD0871:cspB,3,1,3,0,7,RV0871,I6WZM9,83.1042251586914
RVBD3232c:ppk2,2,2,3,0,7,RV3232c,O05877,89.02176666259766
RVBD1824:RVBD1824,2,0,2,3,7,RV1824,P9WLR7,90.07420349121094
RVBD3582c:ispD,3,2,2,0,7,RV3582c,P9WKG9,91.90403747558594
RVBD2990c:RVBD2990c,3,1,2,1,7,RV2990c,I6YEW1,92.28783416748047
RVBD0820:phoT,3,1,3,0,7,RV0820,P9WQL1,95.25814056396484
RVBD0062:celA1,3,1,3,0,7,RV0062,Q79G13,86.6639633178711
RVBD2420c:RVBD2420c,2,1,4,0,7,RV2420c,O86327,87.50808715820312
RVBD2217:lipB,3,2,2,0,7,RV2217,P9WK83,95.3468246459961
RVBD0928:pstS3,4,1,2,0,7,RV0928,P9WGT7,91.39205932617188
RVBD0362:mgtE,3,2,2,0,7,RV0362,O06312,91.24082946777344
RVBD2864c:RVBD2864c,2,2,3,0,7,RV2864c,O33346,93.59126281738281
RVBD1735c:RVBD1735c,2,2,3,0,7,RV1735c,P9WLS5,66.06995391845703
RVBD1513:RVBD1513,3,1,3,0,7,RV1513,P71792,94.54338836669922
RVBD1087A:RVBD1087A,3,2,2,0,7,RV1087A,L7N654,61.39764404296875
RVBD0488:RVBD0488,3,1,3,0,7,RV0488,P9WK33,83.09169006347656
RVBD3001c:ilvC,1,2,3,1,7,RV3001c,P9WKJ7,96.25062561035156
RVBD1492:mutA,3,1,3,0,7,RV1492,P9WJK7,96.4621810913086
RVBD3779:RVBD3779,3,1,0,3,7,RV3779,P72045,92.72393798828125
RVBD1815:RVBD1815,1,2,4,0,7,RV1815,P9WLR9,90.6799087524414
RVBD3267:RVBD3267,3,0,3,1,7,RV3267,P96872,86.44879150390625
RVBD3650:PE33,3,2,2,0,7,RV3650,I6X7Z8,87.92350769042969
RVBD2404c:lepA,2,1,4,0,7,RV2404c,P9WK97,82.57347869873047
RVBD2238c:ahpE,3,0,2,2,7,RV2238c,P9WIE3,98.25752258300781
RVBD0034:RVBD0034,4,1,2,0,7,RV0034,P9WM93,95.87176513671875
RVBD2733c:RVBD2733c,4,1,2,0,7,RV2733c,P9WK05,83.87162017822266
RVBD0231:fadE4,2,1,4,0,7,RV0231,P96414,96.70408630371094
RVBD3629c:RVBD3629c,4,1,1,1,7,RV3629c,O06378,84.99855041503906
RVBD1701:RVBD1701,4,0,3,0,7,RV1701,P9WF33,89.89411926269531
RVBD0028:RVBD0028,2,2,3,0,7,RV0028,P9WM97,96.0014877319336
RVBD0087:hycE,3,1,3,0,7,RV0087,Q10884,95.09225463867188
RVBD1171:RVBD1171,2,3,2,0,7,RV1171,O50427,55.13541030883789
RVBD2362c:recO,1,2,3,1,7,RV2362c,P9WHI5,90.60905456542969
RVBD1616:RVBD1616,3,2,1,0,6,RV1616,O06133,85.16584014892578
RVBD2988c:leuC,3,2,1,0,6,RV2988c,P9WQF5,96.7408218383789
RVBD3106:fprA,1,2,3,0,6,RV3106,P9WIQ3,95.32064056396484
RVBD2222c:glnA2,1,2,3,0,6,RV2222c,P9WN37,93.34569549560547
RVBD2732c:RVBD2732c,2,1,3,0,6,RV2732c,O33237,64.85720825195312
RVBD3702c:RVBD3702c,0,2,4,0,6,RV3702c,O69670,96.02115631103516
RVBD3438:RVBD3438,3,0,3,0,6,RV3438,I6X7B3,91.9532470703125
RVBD1654:argB,2,2,2,0,6,RV1654,P9WQ01,94.60720825195312
RVBD2264c:RVBD2264c,3,1,2,0,6,RV2264c,O53538,73.49915313720703
RVBD1785c:cyp143,1,1,4,0,6,RV1785c,P9WPL3,93.93273162841797
RVBD3395A:RVBD3395A,2,2,2,0,6,RV3395A,Q6MWX4,87.87783813476562
RVBD2860c:glnA4,1,2,3,0,6,RV2860c,I6X5K1,95.80303192138672
RVBD2736c:recX,3,0,3,0,6,RV2736c,P9WHI1,91.52983093261719
RVBD2959c:RVBD2959c,4,1,1,0,6,RV2959c,P9WIM5,95.4284896850586
RVBD3294c:RVBD3294c,3,1,1,1,6,RV3294c,L7N658,82.68925476074219
RVBD2390c:RVBD2390c,3,2,1,0,6,RV2390c,P71754,87.06389617919922
RVBD0604:lpqO,2,2,2,0,6,RV0604,I6X9E2,89.2008285522461
RVBD0979A:rpmF,3,1,2,0,6,RV0979A,P9WH99,93.09789276123047
RVBD3352c:RVBD3352c,4,0,2,0,6,RV3352c,O50381,96.25406646728516
RVBD3765c:tcrX,2,2,2,0,6,RV3765c,O69730,84.19666290283203
RVBD0675:echA5,3,2,1,0,6,RV0675,I6Y4E8,95.17072296142578
RVBD3312c:RVBD3312c,2,2,2,0,6,RV3312c,O53363,94.8313980102539
RVBD0818:RVBD0818,3,1,2,0,6,RV0818,O53830,84.2874526977539
RVBD3305c:amiA1,3,1,2,0,6,RV3305c,L7N663,96.34691619873047
RVBD3328c:sigJ,2,1,3,0,6,RV3328c,L0TCG5,89.90625
RVBD3283:sseA,2,0,4,0,6,RV3283,P9WHF7,96.02265167236328
RVBD3288c:usfY,2,1,3,0,6,RV3288c,L7N685,62.70621109008789
RVBD1502:RVBD1502,4,1,1,0,6,RV1502,P9WLW7,95.01936340332031
RVBD0176:RVBD0176,3,1,2,0,6,RV0176,O07420,88.10658264160156
RVBD2980:RVBD2980,2,0,4,0,6,RV2980,P95115,90.66569519042969
RVBD3630:RVBD3630,2,0,4,0,6,RV3630,P9WKX9,89.09591674804688
RVBD3145:nuoA,2,1,3,0,6,RV3145,P9WIW7,83.51179504394531
RVBD0729:xylB,3,1,2,0,6,RV0729,I6Y4K0,94.09174346923828
RVBD2741:PE-PGRS47,3,2,1,0,6,RV2741,Q79FB3,96.14232635498047
RVBD2371:PE-PGRS40,3,0,3,0,6,RV2371,Q79FE9,90.62326049804688
RVBD1430:PE16,3,1,1,1,6,RV1430,L7N697,74.89471435546875
RVBD3507:PE-PGRS53,4,1,1,0,6,RV3507,Q6MWW9,66.60017395019531
RVBD0311:RVBD0311,2,2,2,0,6,RV0311,O07238,97.17051696777344
RVBD2983:RVBD2983,2,0,4,0,6,RV2983,P9WP83,94.31388854980469
RVBD2653c:RVBD2653c,2,2,2,0,6,RV2653c,P9WJ13,69.26336669921875
RVBD3884c:eccA2,3,1,2,0,6,RV3884c,P9WPH7,93.98910522460938
RVBD2627c:RVBD2627c,3,0,2,1,6,RV2627c,P9WL67,85.20684814453125
RVBD0558:menH,2,1,3,0,6,RV0558,P9WFR3,92.11308288574219
RVBD3843c:RVBD3843c,3,1,2,0,6,RV3843c,P96235,81.01152038574219
RVBD0007:RVBD0007,3,1,1,1,6,RV0007,P9WMA7,59.24848556518555
RVBD0648:RVBD0648,2,1,3,0,6,RV0648,P96937,94.76663208007812
RVBD1328:glgP,3,2,1,0,6,RV1328,P9WMW1,93.65353393554688
RVBD3455c:truA,3,2,1,0,6,RV3455c,P9WHP9,92.64098358154297
RVBD0859:fadA,2,0,4,0,6,RV0859,O53871,97.18397521972656
RVBD1655:argD,2,2,2,0,6,RV1655,P9WPZ7,97.29772186279297
RVBD2747:argA,0,1,4,1,6,RV2747,O33289,92.28373718261719
RVBD0461:RVBD0461,3,0,3,0,6,RV0461,I6X961,60.05218505859375
RVBD2466c:RVBD2466c,2,3,1,0,6,RV2466c,O53193,94.0003433227539
RVBD0860:fadB,3,0,3,0,6,RV0860,O53872,96.55043029785156
RVBD1551:plsB1,3,2,1,0,6,RV1551,P9WI59,89.83097839355469
RVBD3323c:moaX,3,1,2,0,6,RV3323c,Q6MWY3,90.5626449584961
RVBD3616c:espA,3,1,1,1,6,RV3616c,P9WJE1,59.49601745605469
RVBD2024c:RVBD2024c,3,1,2,0,6,RV2024c,O53470,86.57341003417969
RVBD2382c:mbtC,3,2,1,0,6,RV2382c,P71718,94.6420669555664
RVBD2604c:snoP,2,2,2,0,6,RV2604c,P9WII7,95.36091613769531
RVBD2255A:RVBD2255A,2,1,3,0,6,RV2255A,,
RVBD2948c:fadD22,3,1,2,0,6,RV2948c,P9WQ61,83.62642669677734
RVBD0470c:pcaA,2,1,3,0,6,RV0470c,P9WPB3,96.17407989501953
ssr:ssr,4,1,1,0,6,ss,P38656,
RVBD2485c:lipQ,3,1,2,0,6,RV2485c,I6Y9F7,84.1482162475586
RVBD0977:PE-PGRS16,2,2,2,0,6,RV0977,Q79FU3,83.65459442138672
RVBD3274c:fadE25,2,1,3,0,6,RV3274c,P9WQG1,97.36349487304688
RVBD3662c:RVBD3662c,0,0,6,0,6,RV3662c,I6YCP7,93.58734130859375
RVBD3655c:RVBD3655c,1,2,3,0,6,RV3655c,O69623,86.03150939941406
RVBD3658c:RVBD3658c,2,2,2,0,6,RV3658c,I6Y479,81.35075378417969
RVBD3666c:dppA,3,0,2,1,6,RV3666c,I6X811,94.54241943359375
RVBD2962c:RVBD2962c,3,1,2,0,6,RV2962c,P9WN09,87.39144134521484
RVBD0603:RVBD0603,3,1,2,0,6,RV0603,O07775,58.652713775634766
RVBD1375:RVBD1375,3,1,2,0,6,RV1375,P9WF27,86.4197006225586
RVBD3509c:ilvX,3,1,2,0,6,RV3509c,O53554,95.62716674804688
RVBD2724c:fadE20,3,1,2,0,6,RV2724c,O33229,97.12606048583984
RVBD0513:RVBD0513,3,1,2,0,6,RV0513,O33358,79.0146713256836
RVBD0055:rpsR1,3,1,2,0,6,RV0055,P9WH49,84.701904296875
RVBD0433:RVBD0433,2,1,3,0,6,RV0433,P9WPK9,94.95284271240234
RVBD2234:ptpA,2,1,3,0,6,RV2234,P9WIA1,94.3264389038086
RVBD3229c:desA3,3,0,2,1,6,RV3229c,P9WNZ3,93.56925201416016
RVBD1366:RVBD1366,4,1,1,0,6,RV1366,P9WLZ5,87.68951416015625
RVBD6011:tRNA-Asp12,1,1,4,0,6,RV6011,,
RVBD2095c:pafC,2,1,3,0,6,RV2095c,P9WIL9,85.10908508300781
RVBD0274:RVBD0274,2,1,3,0,6,RV0274,O53680,96.0702133178711
RVBD1626:RVBD1626,1,1,4,0,6,RV1626,P9WGM3,88.77745819091797
RVBD2987c:leuD,1,1,4,0,6,RV2987c,P9WK95,96.06071472167969
RVBD1460:RVBD1460,0,2,4,0,6,RV1460,O53151,82.47003173828125
RVBD3237c:RVBD3237c,3,1,2,0,6,RV3237c,O05882,89.40550231933594
RVBD3165c:RVBD3165c,3,1,2,0,6,RV3165c,O53315,77.43794250488281
RVBD0308:RVBD0308,3,0,3,0,6,RV0308,O07235,90.56324005126953
RVBD1305:atpE,1,2,3,0,6,RV1305,P9WPS1,95.28704071044922
RVBD0117:oxyS,3,0,3,0,6,RV0117,L7N677,92.13468170166016
RVBD3703c:RVBD3703c,3,1,2,0,6,RV3703c,O69671,97.1672592163086
RVBD2707:RVBD2707,3,1,2,0,6,RV2707,I6YE67,81.5870132446289
RVBD0331:RVBD0331,3,1,2,0,6,RV0331,O07255,96.61038208007812
RVBD0167:yrbE1A,3,0,3,0,6,RV0167,O07412,85.77044677734375
RVBD0468:fadB2,2,1,3,0,6,RV0468,P9WNP7,97.04510498046875
RVBD0530:RVBD0530,3,1,2,0,6,RV0530,O06396,76.63565826416016
RVBD0292:eccE3,3,0,3,0,6,RV0292,P9WJE5,84.8217544555664
RVBD0950c:RVBD0950c,3,0,3,0,6,RV0950c,P71560,68.95367431640625
RVBD0605:RVBD0605,3,1,2,0,6,RV0605,I6Y890,86.22677612304688
RVBD2214c:ephD,2,1,2,1,6,RV2214c,P9WGS3,92.32608032226562
RVBD1574:RVBD1574,2,1,3,0,6,RV1574,L0TA08,66.30912017822266
RVBD2804c:RVBD2804c,4,0,2,0,6,RV2804c,I6YEE9,52.7043571472168
RVBD1717:RVBD1717,2,2,2,0,6,RV1717,O86372,96.55242156982422
RVBD0834c:PE-PGRS14,3,1,2,0,6,RV0834c,Q79FV6,93.49010467529297
RVBD1414:RVBD1414,2,2,2,0,6,RV1414,P9WLY3,81.4698486328125
RVBD0096:PPE1,3,1,2,0,6,RV0096,P9WI49,67.99021911621094
RVBD1727:RVBD1727,3,0,3,0,6,RV1727,P71985,96.06005096435547
RVBD3900c:RVBD3900c,5,0,1,0,6,RV3900c,O05445,70.41732788085938
RVBD1429:RVBD1429,3,2,1,0,6,RV1429,O06829,88.86801147460938
RVBD1183:mmpL10,4,0,2,0,6,RV1183,P9WJU1,82.1382064819336
RVBD3694c:RVBD3694c,3,1,2,0,6,RV3694c,O69662,87.70054626464844
RVBD2259:mscR,3,0,3,0,6,RV2259,O53533,96.97974395751953
RVBD1339:RVBD1339,4,1,0,1,6,RV1339,P9WGC1,93.99406433105469
RVBD0842:RVBD0842,3,0,3,0,6,RV0842,O53854,85.37623596191406
RVBD3461c:rpmJ,1,1,4,0,6,RV3461c,P9WH89,94.58269500732422
RVBD2240c:RVBD2240c,2,2,2,0,6,RV2240c,P9WLG7,82.65576934814453
RVBD1473:RVBD1473,3,1,2,0,6,RV1473,O53164,86.17915344238281
RVBD1829:RVBD1829,2,1,3,0,6,RV1829,P9WLR5,85.87249755859375
RVBD2670c:RVBD2670c,3,1,2,0,6,RV2670c,I6Y1G3,84.8157730102539
RVBD0734:mapA,2,2,2,0,6,RV0734,P9WK21,96.3915023803711
RVBD2743c:RVBD2743c,2,2,1,0,5,RV2743c,I6YA50,75.40799713134766
RVBD2319c:RVBD2319c,2,1,2,0,5,RV2319c,P9WLB5,84.37451934814453
RVBD0238:RVBD0238,3,1,1,0,5,RV0238,O53661,86.91548919677734
RVBD2380c:mbtE,1,0,3,1,5,RV2380c,I6Y0L1,83.3482437133789
RVBD0907:RVBD0907,2,0,3,0,5,RV0907,O05900,92.62368774414062
RVBD0797:RVBD0797,2,1,2,0,5,RV0797,O07182,87.7315444946289
RVBD0821c:phoY2,2,1,2,0,5,RV0821c,P9WI95,96.62901306152344
RVBD3545c:cyp125,2,2,1,0,5,RV3545c,P9WPP1,94.17774200439453
RVBD1031:kdpC,3,0,2,0,5,RV1031,P9WKF1,95.72265625
RVBD3560c:fadE30,2,0,2,1,5,RV3560c,I6Y3V5,92.47467803955078
RVBD2490c:PE-PGRS43,2,2,1,0,5,RV2490c,Q79FD4,60.510074615478516
RVBD1165:typA,1,1,3,0,5,RV1165,O06563,86.24400329589844
RVBD2533c:nusB,3,1,1,0,5,RV2533c,P9WIV1,92.7210922241211
RVBD3824c:papA1,3,0,2,0,5,RV3824c,P9WIK9,87.02123260498047
RVBD3639c:RVBD3639c,2,2,1,0,5,RV3639c,I6YGU1,38.71287155151367
RVBD2399c:cysT,2,0,3,0,5,RV2399c,P71745,91.63434600830078
